customer_id,registration_date,home_neighborhood_type,is_member,preferred_store_id
436,2023-01-31,hospital,True,7
437,2024-02-23,tourist,True,15
438,2023-06-27,transit,True,16
439,2023-06-08,transit,True,20
440,2023-10-03,urban_residential,True,8
441,2023-04-03,tourist,True,10
442,2023-08-21,mall,True,6
443,2023-09-13,university,True,1
444,2023-07-21,transit,True,16
445,2024-06-05,hospital,True,4
446,2023-04-24,university,True,19
447,2024-01-07,mall,True,6
448,2023-11-26,mall,True,6
449,2023-03-28,tourist,True,10
450,2023-11-20,tourist,True,9
451,2023-05-27,hospital,True,7
452,2023-06-17,urban_residential,True,8
453,2024-07-28,university,True,3
454,2023-02-13,university,True,14
455,2023-12-02,university,True,19
456,2024-01-03,urban_residential,True,8
457,2023-07-25,hospital,True,7
458,2023-05-22,gas_station,True,13
459,2023-10-03,university,True,3
460,2023-07-05,university,True,19
461,2023-08-30,university,True,1
462,2023-07-16,university,True,3
463,2023-07-01,gas_station,True,11
464,2023-11-12,hospital,True,18
465,2023-04-12,tourist,True,15
466,2023-03-05,tourist,True,15
467,2023-12-18,gas_station,True,12
468,2023-03-17,gas_station,True,13
469,2023-07-17,hospital,True,7
470,2023-06-13,transit,True,16
471,2023-05-02,gas_station,True,13
472,2023-10-26,transit,True,20
473,2023-07-16,gas_station,True,13
474,2023-11-12,university,True,19
475,2023-01-29,university,True,3
476,2023-07-18,gas_station,True,12
477,2023-09-24,office,True,17
478,2023-08-29,urban_residential,True,8
479,2023-05-11,transit,True,20
480,2023-05-03,hospital,True,18
481,2023-10-28,mall,True,6
482,2023-07-13,transit,True,16
483,2023-07-25,university,True,3
484,2023-04-16,university,True,14
485,2023-02-18,transit,True,16
486,2023-10-12,mall,True,6
487,2023-07-03,tourist,True,9
488,2023-08-13,hospital,True,4
489,2023-01-19,hospital,True,7
490,2023-04-15,transit,True,16
491,2023-09-04,gas_station,True,13
492,2023-01-19,gas_station,True,12
493,2024-01-30,gas_station,True,11
494,2024-01-01,university,True,19
495,2023-10-28,university,True,3
496,2024-08-11,tourist,True,2
497,2023-08-05,tourist,True,2
498,2023-02-10,university,True,14
499,2023-09-28,tourist,True,2
500,2023-09-05,gas_station,True,12
501,2023-07-05,office,True,17
502,2023-05-11,gas_station,True,12
503,2024-02-18,transit,True,16
504,2023-07-08,gas_station,True,13
505,2023-01-28,urban_residential,True,8
506,2023-04-02,gas_station,True,12
507,2023-07-09,university,True,1
508,2024-01-05,tourist,True,15
509,2023-03-28,transit,True,20
510,2023-08-26,urban_residential,True,5
511,2023-05-27,hospital,True,4
512,2023-05-12,tourist,True,2
513,2023-11-21,gas_station,True,13
514,2023-10-14,university,True,14
515,2023-10-06,hospital,True,18
516,2023-04-27,tourist,True,10
517,2023-04-25,transit,True,20
518,2023-05-08,urban_residential,True,5
519,2023-07-02,university,True,19
520,2023-08-13,office,True,17
521,2023-06-24,university,True,3
522,2023-11-22,urban_residential,True,8
523,2023-06-12,university,True,1
524,2024-08-27,transit,True,20
525,2023-07-07,gas_station,True,11
526,2023-08-09,university,True,14
527,2023-03-30,university,True,14
528,2023-11-29,gas_station,True,13
529,2023-09-29,tourist,True,10
530,2023-03-31,office,True,17
531,2023-07-06,urban_residential,True,8
532,2023-08-31,university,True,1
533,2023-07-27,hospital,True,18
534,2023-08-21,university,True,3
535,2023-07-28,gas_station,True,11
536,2023-04-05,tourist,True,10
537,2023-01-30,university,True,19
538,2023-07-07,office,True,17
539,2023-09-12,urban_residential,True,8
540,2024-01-20,hospital,True,18
541,2023-09-08,university,True,14
542,2023-11-14,urban_residential,True,5
543,2023-04-08,urban_residential,True,5
544,2023-08-26,office,True,17
545,2023-05-20,university,True,19
546,2023-12-11,transit,True,16
547,2023-02-11,urban_residential,True,5
548,2023-05-03,urban_residential,True,8
549,2023-10-04,gas_station,True,12
550,2023-11-14,office,True,17
551,2023-09-07,hospital,True,7
552,2023-03-11,gas_station,True,12
553,2023-04-17,tourist,True,2
554,2023-09-22,gas_station,True,12
555,2023-09-24,tourist,True,2
556,2023-05-04,hospital,True,18
557,2023-09-13,university,True,14
558,2023-07-30,gas_station,True,11
559,2023-03-24,office,True,17
560,2023-05-18,transit,True,20
561,2023-09-06,tourist,True,9
562,2023-07-01,gas_station,True,12
563,2023-07-27,hospital,True,4
564,2023-11-08,urban_residential,True,8
565,2024-06-10,tourist,True,2
566,2023-09-12,gas_station,True,11
567,2023-08-14,hospital,True,4
568,2023-02-23,urban_residential,True,5
569,2023-11-03,tourist,True,9
570,2023-06-30,transit,True,16
571,2023-12-05,university,True,1
572,2023-01-05,tourist,True,2
573,2023-07-13,hospital,True,4
574,2023-05-26,university,True,1
575,2023-11-17,tourist,True,2
576,2023-06-12,gas_station,True,13
577,2024-01-17,tourist,True,15
578,2023-02-10,tourist,True,2
579,2024-03-12,gas_station,True,13
580,2023-12-29,tourist,True,2
581,2023-04-15,urban_residential,True,5
582,2023-11-02,hospital,True,18
583,2023-12-03,transit,True,16
584,2023-06-17,mall,True,6
585,2023-11-17,gas_station,True,11
586,2023-09-27,tourist,True,15
587,2023-08-10,gas_station,True,11
588,2023-11-13,urban_residential,True,8
589,2023-07-26,gas_station,True,12
590,2023-05-31,tourist,True,2
591,2024-01-01,tourist,True,10
592,2023-07-27,university,True,14
593,2024-01-02,office,True,17
594,2023-12-23,university,True,3
595,2023-05-29,university,True,19
596,2023-11-15,university,True,3
597,2023-09-21,hospital,True,7
598,2023-04-05,hospital,True,7
599,2023-03-11,gas_station,True,12
600,2023-07-28,gas_station,True,13
601,2023-05-20,tourist,True,9
602,2024-01-04,transit,True,20
603,2023-10-20,gas_station,True,11
604,2023-12-15,gas_station,True,11
605,2023-03-22,university,True,3
606,2024-08-05,university,True,14
607,2024-01-05,university,True,19
608,2023-03-24,gas_station,True,12
609,2023-04-28,office,True,17
610,2023-08-01,urban_residential,True,5
611,2023-10-09,university,True,19
612,2023-04-24,hospital,True,4
613,2023-07-20,university,True,14
614,2023-06-03,university,True,19
615,2023-12-08,hospital,True,4
616,2024-03-06,gas_station,True,12
617,2024-08-12,university,True,14
618,2023-09-24,tourist,True,15
619,2023-07-17,tourist,True,10
620,2023-04-01,tourist,True,2
621,2023-04-27,university,True,1
622,2024-08-02,tourist,True,10
623,2023-03-26,tourist,True,2
624,2023-07-24,tourist,True,2
625,2023-06-17,tourist,True,9
626,2023-11-01,university,True,14
627,2023-03-29,gas_station,True,12
628,2024-02-08,tourist,True,10
629,2023-05-03,urban_residential,True,8
630,2023-11-24,tourist,True,2
631,2023-04-27,hospital,True,18
632,2023-03-11,urban_residential,True,8
633,2023-07-15,transit,True,16
634,2023-02-08,urban_residential,True,5
635,2023-06-26,office,True,17
636,2023-08-09,urban_residential,True,5
637,2024-04-07,university,True,14
638,2024-02-21,hospital,True,4
639,2023-02-03,university,True,14
640,2024-04-16,hospital,True,7
641,2023-04-01,gas_station,True,11
642,2024-03-01,hospital,True,7
643,2023-08-18,gas_station,True,13
644,2023-07-05,mall,True,6
645,2023-10-30,tourist,True,15
646,2023-03-09,gas_station,True,13
647,2023-06-11,hospital,True,4
648,2023-06-13,hospital,True,4
649,2023-05-02,university,True,14
650,2023-07-07,hospital,True,4
651,2023-07-22,mall,True,6
652,2023-06-16,tourist,True,15
653,2024-03-14,tourist,True,2
654,2023-11-30,tourist,True,2
655,2024-02-16,hospital,True,7
656,2023-04-15,urban_residential,True,8
657,2023-05-21,university,True,3
658,2023-06-29,transit,True,20
659,2023-04-10,mall,True,6
660,2023-04-04,transit,True,20
661,2024-02-02,university,True,1
662,2023-05-12,gas_station,True,11
663,2023-10-16,university,True,3
664,2023-03-09,university,True,3
665,2023-08-11,gas_station,True,12
666,2023-04-02,tourist,True,2
667,2023-07-18,tourist,True,2
668,2023-07-02,university,True,1
669,2023-04-11,hospital,True,18
670,2023-08-31,tourist,True,15
671,2023-07-14,hospital,True,4
672,2023-02-21,university,True,3
673,2023-04-08,urban_residential,True,8
674,2023-08-31,tourist,True,2
675,2023-03-08,tourist,True,15
676,2023-09-01,university,True,19
677,2023-07-07,gas_station,True,11
678,2023-02-14,gas_station,True,12
679,2023-04-20,university,True,1
680,2023-02-28,tourist,True,2
681,2023-11-24,hospital,True,7
682,2023-04-08,university,True,3
683,2023-07-27,university,True,3
684,2023-10-30,hospital,True,7
685,2023-03-17,university,True,3
686,2023-09-09,tourist,True,9
687,2023-02-10,urban_residential,True,8
688,2023-03-21,transit,True,16
689,2023-10-17,urban_residential,True,5
690,2023-07-22,university,True,1
691,2023-10-23,hospital,True,4
692,2023-11-15,tourist,True,15
693,2023-08-05,urban_residential,True,5
694,2023-10-01,office,True,17
695,2023-04-10,tourist,True,10
696,2023-09-25,urban_residential,True,8
697,2023-09-07,hospital,True,4
698,2023-06-30,university,True,3
699,2024-01-03,hospital,True,18
700,2024-03-05,university,True,1
701,2023-08-16,hospital,True,4
702,2023-03-23,hospital,True,7
703,2023-04-22,university,True,1
704,2023-04-30,hospital,True,18
705,2023-09-19,mall,True,6
706,2023-11-05,transit,True,20
707,2023-04-30,gas_station,True,11
708,2023-04-29,tourist,True,9
709,2023-05-01,tourist,True,15
710,2023-08-08,university,True,3
711,2024-01-04,tourist,True,9
712,2023-08-04,gas_station,True,11
713,2023-02-04,gas_station,True,13
714,2023-10-26,urban_residential,True,5
715,2023-09-05,hospital,True,7
716,2023-11-10,hospital,True,4
717,2024-03-01,tourist,True,9
718,2023-06-22,urban_residential,True,5
719,2023-03-21,university,True,1
720,2023-12-10,university,True,1
721,2023-06-05,office,True,17
722,2023-03-29,gas_station,True,12
723,2023-04-15,mall,True,6
724,2023-06-19,tourist,True,10
725,2023-03-30,transit,True,16
726,2023-08-13,transit,True,20
727,2023-07-31,hospital,True,4
728,2023-02-08,university,True,19
729,2023-06-04,gas_station,True,13
730,2023-10-26,tourist,True,10
731,2023-07-31,hospital,True,7
732,2023-09-12,urban_residential,True,8
733,2023-05-13,tourist,True,9
734,2023-09-09,office,True,17
735,2023-04-20,tourist,True,2
736,2023-08-13,gas_station,True,11
737,2023-06-30,university,True,19
738,2023-01-24,hospital,True,4
739,2023-06-06,gas_station,True,13
740,2024-02-16,urban_residential,True,5
741,2023-06-13,university,True,14
742,2024-05-07,tourist,True,10
743,2023-07-31,mall,True,6
744,2023-06-17,mall,True,6
745,2023-08-25,hospital,True,18
746,2023-09-25,hospital,True,4
747,2023-03-29,urban_residential,True,5
748,2023-05-11,hospital,True,7
749,2023-05-13,gas_station,True,13
750,2023-08-12,transit,True,16
751,2023-06-14,tourist,True,9
752,2023-11-19,office,True,17
753,2023-08-30,urban_residential,True,5
754,2023-05-13,tourist,True,9
755,2024-04-29,gas_station,True,13
756,2023-07-12,hospital,True,4
757,2023-07-03,urban_residential,True,8
758,2023-10-02,hospital,True,4
759,2023-10-18,transit,True,16
760,2023-09-23,hospital,True,18
761,2023-08-28,hospital,True,7
762,2023-05-19,tourist,True,2
763,2023-08-05,tourist,True,9
764,2024-04-26,tourist,True,2
765,2023-09-04,gas_station,True,11
766,2023-12-27,urban_residential,True,5
767,2023-07-29,tourist,True,10
768,2023-07-01,hospital,True,18
769,2023-09-15,office,True,17
770,2023-11-01,gas_station,True,13
771,2023-10-17,tourist,True,2
772,2024-03-07,tourist,True,15
773,2023-07-06,urban_residential,True,8
774,2023-09-03,urban_residential,True,8
775,2023-01-22,tourist,True,10
776,2023-07-28,university,True,1
777,2023-06-29,hospital,True,18
778,2023-03-19,tourist,True,15
779,2023-05-14,office,True,17
780,2023-05-31,university,True,19
781,2024-03-06,gas_station,True,13
782,2023-03-09,urban_residential,True,5
783,2023-10-11,urban_residential,True,5
784,2023-10-08,mall,True,6
785,2023-06-18,university,True,3
786,2024-01-09,tourist,True,15
787,2023-02-03,gas_station,True,13
788,2024-01-17,tourist,True,10
789,2023-09-12,hospital,True,7
790,2023-10-19,urban_residential,True,5
791,2023-01-30,tourist,True,9
792,2024-04-08,university,True,14
793,2023-04-30,tourist,True,10
794,2023-04-21,office,True,17
795,2023-09-22,university,True,1
796,2023-05-31,urban_residential,True,5
797,2023-09-27,university,True,1
798,2023-08-10,mall,True,6
799,2023-11-02,gas_station,True,13
800,2023-07-18,university,True,19
801,2023-10-29,tourist,True,2
802,2023-03-26,mall,True,6
803,2023-04-24,mall,True,6
804,2024-08-20,mall,True,6
805,2024-01-28,tourist,True,2
806,2023-11-16,tourist,True,9
807,2023-05-29,university,True,1
808,2023-05-10,transit,True,20
809,2023-10-14,office,True,17
810,2024-02-06,urban_residential,True,8
811,2024-01-31,hospital,True,18
812,2023-06-12,university,True,14
813,2024-03-29,office,True,17
814,2023-08-22,urban_residential,True,5
815,2023-09-23,urban_residential,True,8
816,2023-12-23,tourist,True,15
817,2023-06-21,tourist,True,9
818,2024-01-12,mall,True,6
819,2023-09-19,hospital,True,18
820,2023-07-13,university,True,3
821,2023-08-23,tourist,True,10
822,2023-12-13,hospital,True,18
823,2023-09-27,tourist,True,9
824,2023-04-13,gas_station,True,11
825,2023-08-22,hospital,True,7
826,2023-06-29,gas_station,True,12
827,2023-07-28,gas_station,True,13
828,2023-09-02,tourist,True,10
829,2023-11-09,hospital,True,7
830,2023-06-19,gas_station,True,13
831,2023-03-07,gas_station,True,13
