promo_id,campaign_id,product_id,store_id,start_date,end_date,promo_type,discount_pct,email_sent,social_campaign
83,4,38,11,2024-08-02,2024-08-15,ลดราคา,10,False,False
84,5,7,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
85,5,56,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
86,5,36,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
87,5,49,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
88,5,2,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
89,5,29,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
90,5,59,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
91,5,57,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
92,5,18,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
93,5,35,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
94,5,42,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
95,5,26,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
96,5,22,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
97,5,10,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
98,5,34,2,2023-05-04,2023-05-10,ซื้อ1แถม1,50,False,True
99,6,1,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
100,6,2,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
101,6,3,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
102,6,4,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
103,6,5,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
104,6,6,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
105,6,7,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
106,6,8,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
107,6,9,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
108,6,10,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
109,6,11,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
110,6,12,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
111,6,13,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
112,6,14,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
113,6,15,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
114,6,16,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
115,6,17,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
116,6,18,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
117,6,19,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
118,6,20,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
119,6,21,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
120,6,22,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
121,6,23,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
122,6,24,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
123,6,25,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
124,6,26,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
125,6,27,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
126,6,28,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
127,6,29,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
128,6,30,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
129,6,31,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
130,6,32,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
131,6,33,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
132,6,34,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
133,6,35,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
134,6,36,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
135,6,37,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
136,6,38,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
137,6,39,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
138,6,40,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
139,6,41,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
140,6,42,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
141,6,43,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
142,6,44,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
143,6,45,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
144,6,46,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
145,6,47,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
146,6,48,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
147,6,49,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
148,6,50,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
149,6,51,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
150,6,52,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
151,6,53,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
152,6,54,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
153,6,55,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
154,6,56,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
155,6,57,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
156,6,58,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
157,6,59,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
158,6,60,14,2023-01-30,2023-02-02,แต้มx2,0,True,True
159,7,60,10,2024-01-31,2024-02-03,ชุดคู่ลด,25,True,False
160,7,29,10,2024-01-31,2024-02-03,ชุดคู่ลด,25,True,False
161,7,40,10,2024-01-31,2024-02-03,ชุดคู่ลด,25,True,False
162,8,5,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
163,8,43,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
164,8,46,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
165,8,57,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
166,8,54,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
167,8,60,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
168,8,3,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
169,8,4,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
170,8,55,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
171,8,51,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
172,8,44,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
173,8,53,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
174,8,30,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
175,8,1,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
176,8,18,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
177,8,47,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
178,8,49,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
179,8,32,19,2024-01-24,2024-01-31,ลดราคา,25,True,False
180,9,44,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
181,9,46,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
182,9,52,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
183,9,6,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
184,9,33,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
185,9,28,10,2023-04-18,2023-04-30,ชุดคู่ลด,30,True,True
186,10,1,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
187,10,2,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
188,10,3,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
189,10,4,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
190,10,5,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
191,10,6,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
192,10,7,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
193,10,8,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
194,10,9,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
195,10,10,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
196,10,11,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
197,10,12,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
198,10,13,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
199,10,14,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
200,10,15,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
201,10,16,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
202,10,17,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
203,10,18,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
204,10,19,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
205,10,20,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
206,10,21,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
207,10,22,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
208,10,23,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
209,10,24,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
210,10,25,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
211,10,26,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
212,10,27,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
213,10,28,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
214,10,29,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
215,10,30,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
216,10,31,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
217,10,32,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
218,10,33,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
219,10,34,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
220,10,35,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
221,10,36,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
222,10,37,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
223,10,38,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
224,10,39,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
225,10,40,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
226,10,41,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
227,10,42,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
228,10,43,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
229,10,44,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
230,10,45,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
231,10,46,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
232,10,47,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
233,10,48,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
234,10,49,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
235,10,50,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
236,10,51,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
237,10,52,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
238,10,53,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
239,10,54,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
240,10,55,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
241,10,56,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
242,10,57,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
243,10,58,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
244,10,59,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
245,10,60,19,2024-03-27,2024-04-05,สมาชิกใหม่,20,False,True
246,11,12,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
247,11,25,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
248,11,14,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
249,11,44,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
250,11,48,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
251,11,11,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
252,11,39,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
253,11,21,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
254,11,27,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
255,11,10,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
256,11,4,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
257,11,47,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
258,11,24,17,2024-09-13,2024-09-19,ซื้อ1แถม1,50,False,True
259,12,16,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
260,12,20,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
261,12,12,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
262,12,22,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
263,12,25,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
264,12,11,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
265,12,33,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
266,12,49,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
267,12,24,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
268,12,26,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
269,12,28,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
270,12,56,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
271,12,57,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
272,12,43,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
273,12,23,19,2023-02-05,2023-02-10,ซื้อ1แถม1,50,False,True
274,13,47,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
275,13,11,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
276,13,42,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
277,13,54,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
278,13,45,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
279,13,46,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
280,13,27,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
281,13,25,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
282,13,31,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
283,13,33,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
284,13,34,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
285,13,48,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
286,13,30,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
287,13,9,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
288,13,28,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
289,13,60,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
290,13,20,1,2023-04-28,2023-05-05,ลดราคา,20,True,False
291,14,43,2,2023-10-29,2023-11-06,ชุดคู่ลด,25,False,False
292,14,51,2,2023-10-29,2023-11-06,ชุดคู่ลด,25,False,False
293,14,45,2,2023-10-29,2023-11-06,ชุดคู่ลด,25,False,False
294,14,44,2,2023-10-29,2023-11-06,ชุดคู่ลด,25,False,False
295,15,5,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
296,15,37,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
297,15,28,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
298,15,8,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
299,15,15,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
300,15,14,9,2023-02-01,2023-02-04,ชุดคู่ลด,20,False,False
301,16,22,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
302,16,24,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
303,16,44,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
304,16,49,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
305,16,17,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
306,16,9,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
307,16,15,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
308,16,25,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
309,16,10,20,2024-04-08,2024-04-17,ซื้อ1แถม1,50,True,False
310,17,1,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
311,17,2,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
312,17,3,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
313,17,4,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
314,17,5,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
315,17,6,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
316,17,7,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
317,17,8,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
318,17,9,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
319,17,10,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
320,17,11,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
321,17,12,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
322,17,13,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
323,17,14,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
324,17,15,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
325,17,16,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
326,17,17,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
327,17,18,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
328,17,19,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
329,17,20,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
330,17,21,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
331,17,22,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
332,17,23,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
333,17,24,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
334,17,25,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
335,17,26,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
336,17,27,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
337,17,28,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
338,17,29,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
339,17,30,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
340,17,31,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
341,17,32,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
342,17,33,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
343,17,34,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
344,17,35,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
345,17,36,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
346,17,37,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
347,17,38,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
348,17,39,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
349,17,40,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
350,17,41,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
351,17,42,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
352,17,43,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
353,17,44,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
354,17,45,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
355,17,46,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
356,17,47,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
357,17,48,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
358,17,49,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
359,17,50,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
360,17,51,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
361,17,52,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
362,17,53,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
363,17,54,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
364,17,55,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
365,17,56,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
366,17,57,5,2023-01-18,2023-01-18,สมาชิกใหม่,10,True,False
